month,model,generation,token_type,channel,workload,segment,tokens,allocated_inference_cost_cents,net_revenue_cents,cost_per_mtok,inference_gross_margin,receipt_id
2026-07-01,synthetic-g5,5,input,direct,api,enterprise,2716991154,143617,242528,0.5285883974578447,0.4078333223380394,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,input,direct,api,mid_market_api,1254299605,66301,31784,0.5285898180602552,-1.0859866599546941,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,input,direct,api,startup_api,35584403,1881,4793,0.5286023767210595,0.6075526809931149,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,input,direct,claude_code,enterprise,4453853498,235425,524967,0.5285872112895439,0.5515432398607912,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,input,direct,claude_code,mid_market_api,2917295,154,369,0.5278862782132078,0.5826558265582655,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,input,direct,claude_code,startup_api,148836725,7868,18862,0.5286329701221254,0.5828650196161596,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,input,gcp_marketplace,api,marketplace,17860884,944,2051,0.5285292710036077,0.5397367137981472,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,aws_marketplace,api,marketplace,30628825,6476,14990,2.1143481671268813,0.5679786524349566,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,aws_marketplace,claude_code,marketplace,2724023,576,1369,2.1145195910607217,0.579254930606282,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,azure_marketplace,api,marketplace,45276252,9572,21603,2.114132592070563,0.556913391658566,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,agent_platform,enterprise,658323014,139193,241233,2.114357193048092,0.42299353736843637,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,agent_platform,startup_api,429204,91,210,2.1202039123586918,0.5666666666666667,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,api,enterprise,1358486527,287232,485053,2.114352953019754,0.40783378311236096,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,api,mid_market_api,127153066,26884,63571,2.1143021435283362,0.577102766984946,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,api,startup_api,17777930,3759,9576,2.114419395283928,0.6074561403508771,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,claude_code,enterprise,2226860113,470837,1049904,2.1143537362375846,0.5515428077233728,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,claude_code,mid_market_api,1459928,309,739,2.1165427336142604,0.5818673883626522,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,direct,claude_code,startup_api,74435296,15738,37733,2.1143195292727794,0.5829115098189913,mr-1673c6225a055ecb5323ee5746cd0e43
2026-07-01,synthetic-g5,5,output,gcp_marketplace,api,marketplace,8927179,1887,4100,2.1137696466039273,0.5397560975609756,mr-1673c6225a055ecb5323ee5746cd0e43
